text,Label
 konflik palestina sama israel itu murni politik. jadi guys tolong jangan diliat dari sisi agama tertentu. di israel dan palestina itu ada kristen,0
  wish saya semoga konflik palestina dan israel ini ketemu titik terang. ada dialog yang bisa dilakuka  sehingga segala bentuk kekerasan bisa dihindarkan. amin.,1
 yang sedang terjadi antara palestina dan israel adalah tentang perebutan wilayah. bukan perang antar agama. ini orang orang malah bawa2 agama,0
   persoalan palestina dan israel sampai kiamat gk bakalan ada yg bisa menyelesaikan kecuali salah satu pihak bergabung atau berintegrasi kemudian menjadi satu negara besar tinggal,2
  itulah...  yg namanya yahudi itu tidak mesti israel.  karena yahudi itu adalah ras. bukan negara (spt halnya arab,0
 gue tau lo pada sedang memberikan dukungan terkait situasi yang memanas antara palestina dan israel. tapi bukan berarti ikut menyebarkan hoax tanpa melakukan validasi sama sekali.  perang di sana bukan,1
  sama. gw belom bisa nentuin siapa yang bener dan salah dari baca informasi yang beredar makanya kalem aja mantengin update berita palestina dan israel,1
    loh ketika us menjajah dan membantai indian dibilang aneksasi smntara umat islam merebut palestina dr orang romawi disebut menjajah,0
 harapanku sederhana saja... seandainya saja perselisihan antara palestina dan israel ini bisa diselesaikan dengan hompimpa...betapa menyenangkan dunia ini yg tanpa perang. :((,1
  orang di negara ini lebih melihat konflik tersebut dengan sentimen agama,0
 abis itu keluar lg tudingan klo israel membantai warga sipil palestina yg tak berdosa. liat pola serangan israel. rudal mrk jelas ke arah 1 titik yg diduga tempat peluncuran roket hamas. bandingkan,2
   palestina dan israel bertikai dr lu masih berbentuk pejuh. 10 thn lagi data lu dr mana? jgn asal mangap malu ama jenggot.,2
" katanya palestina - israel bukan konflik agama tapi kenapa act for humanity selalu bernarasi seperti konflik agama?? "" seorang muslimah diseret dan diborgol blablabla""..",0
  kalau memang israel memberi tau agar sipil palestina menjauh dari hamas knp masih banyak sipil palestin yang mati karena kena bom? katamu ini bukan konflik agama? lantas konflik apa ?c,0
 sejarah konflik israel - palestina sebenernya panjang,0
  yang jelas salah satu tanda kiamat adalah damainya wilayah palestina dan israel...dari sini mungkin kita bisa berpikir tuhan masih memberi kita banyak waktu untuk jadi khalifah d,0
  konflik palestina dan israel yang di sorot jurnalis tak perlu saya komen karena beritanya gak imbang alias tidak netral. bodo amat ,2
 tensi antara israel dan palestina atas wilayah sheikh jarrah sudah ada sejak tahun 1970-an. eskalasi konflik dipengaruhi oleh dinamika internal israel yang berkomitmen pada tujuannya dalam menguasai she,0
  warisan islam yang ditanamkan dan mesti dipercaya dari konflik palestina-israel adalah kalo mereka damai artinya kiamat tinggal ngitung hari.  selamat idul fitri!,2
 padahal beliau termasuk pemimpin yang benar benar mendukung penuh perjuangan palestina bahkan sering berkomunikasi dengan pimpinan hamas..  walaupun juga tak bisa dipungkiri kerjasama antara turki,0
 mana teroris2 yg katanya mau berjihat ? ayo krn dgn adanya konflik perang antara palestina dan israel kalian bs mewujudkan perjuangan jihat kalian... krn klu kalian mmng btl2 mau berjihat saat i,2
 memang nature konflik palestina-israel scr khusus dan power relations timteng secara umum pelik dan kusut. mereka bisa saling tampak sepihak di satu hal,2
 melihat konflik israel dan palestina sebenarnya tidak sehitam-putih itu. apalagi melihatnya dari media-media indonesia.   ,0
  kalau kasus palestina dan israel ini ya harus memihak tidak ada zona abu2 karena zona abu2 lebih bahaya dari lawan.. silahkan pilih yang mana tergantung hati nurani masing2..,0
 prihatin dgn korban sipil dari pihak palestina maupun israel  tapi heran gw kok msh ada aja org indonesia yg 100% menyalahkan hamas? padahal konflik ini udah cukup jelas antara yg kuat &amp; sewena,0
   tidak semua karena israel. ada konflik antara dua pihak fraksi utama palestina yaitu fatah dan hamas. mayoritas peperangan adalah terjadi di jalur gaza.   hamas yg lebih dahulu,0
 agak susah utk bilang tidak ada unsur agama di konflik palestina karena israel berdiri atas dasar klaim bahwa jerusalem dan sekitarnya adalah tanah yang dijanjikan tuhan untuk bangsa yahudi.,0
"  valid mana byk bgt orng sok tau yg blng ""hrsnya indonesia kirim pasukan ke palestina dong",0
"  propaganda halus dg penggunaan kata-kata ""konflik"" digunakan media zionis sbg retorika propagandis untuk mengkaburkan represi israel kpd warga palestina sbg ""self-defense"" dan mendeko",0
 palestina itu negara merdeka dan sudah diakui oleh pbb. israel-palestina itu konflik wilayah dari 2 negara. negara palestina serang negara israel dengan roket &amp; rudal,0
  aku pernah dengar ceramah kalo konflik palestina dan israel itu sudah di takdirkan allah dalam al-qur'an beserta alasannya (dlm beberapa hadis) yg artinya ya emang udah garis tuh,0
" serangan israel ke yerusalem adlh bentuk ""serangan ke seluruh muslim."" ""melindungi kehormatan yerusalem adalah kewajiban bagi setiap muslim.""    kami akan terus bersama sauda",0
" dengan cara di luar proporsi dan jauh lebih besar daripada ketidakadilan yg jauh lebih dahsyat ini yg kita saksikan akhir"" ini konflik yg terus meningkat antara israel dan palestina  kekuatan besar t",0
 melihat polemik yang terjadi antara palestina dan israel yang belum menemukan titik ujungnya,0
 rame soal palestina dan israel. daripada orang2 palestina dan tersakiti,0
 daripada palestina dan israel tempur terus,0
 ngomongin konflik israel-palestine sama aba : bisa tau banyak fakta dan sejarah  ngomongin konflik israel-palestine sama mama : israel laknat,2
 diksi yang tepat bukan sekedar konflik antar agama. gabisa dipungkiri konflik israel dan palestina banyak sekali dipengaruhi unjsr agama terutama islam dan yahudi. sama-sama mengklaim tanah kan,0
  konflik israel dan palestina lebih ke masalah tanah (wilayah) daripada agama. mereka sama sama inginkan tanah yg skrg jd wilayah israel dan palestina untuk menjadi tempat tinggal dan men,0
  palestina israel d pusingin terus,2
 gua heran sama pbb katanya untuk misi perdamaian dunia,2
 palestina-israel bukan konflik agama!,1
"    nah! jujur gak suka sama muslim yg bilang ""gua mah netral"" soal konflik palestina-israel. masalah iman itu antara membela yg haq dan yg bathil. gak ada di sisi tengah a",2
 memang gak ada gunanya tu pbb di dirikan,2
  saya gak suka sama kelakuan israel dan pbb gak ada tindakan tegas.. percuma tu pbb di dirikan umurnya udh 75 tahun tapi komplik di palestina dan israel belom juga kelar...,2
  saya gk suka sama kelakuan israel dan pbb gk ada tindakan tegas.. percuma tu pbb di dirikan umurnya udh 75 tahun tapi komplik di palestina dan israel belom juga kelar...,2
 ini dia orang amerika si pembela israel pantas sj pbb tdk berkutik menyelesaikan konflik palestina-israel inilah biang keroknya biang kerok yg menebarkan kezholiman berkuasa dimuka bumi ini tun,2
 konflik israel - palestina kembali membara. bermula dari yerusalem,0
 dan israel juga rakus soal teritorial.  dan gak salah juga palestina mempertahankan.  tapi seharusnya pbb dengan kekuatan penuh dari perkumpulan bangsa-bangsa,2
 yang memahami konflik antara israel dan palestina adalah soal agama,0
 sepanjang hayat selalu tersiar konflik israel palestina...    ,2
 yg memahami konflik antara israel dan palestina adalah soal agama,0
 saya amati timeline dr 5hari belakangan ini perihal konflik israel - palestina itu hampir semua kaum moslem ( *akun twiter ) berisi hujatan dan makian kepada israel,2
 sebenarnya ini bukan perang negara tapi perang antar oknum yang udah meracuni masyarakat israel dan palestina sampai jadi konflik berkepanjangan,2
 sebenarnya ini bukan perang negara tapi perang antar oknum yang udah meracuni masyarakat israel dan palestina sampai jadi konflik berkepanjangan,2
 konflik israel dan palestina kalau diklaim bukan berlandaskan agama,0
 konflik israel dan palestina kalau diklaim bukan berlandaskan agama,0
 kebenaran tentang konflik israel-palestina yang menyeruak kepermukaan adalah lonceng kematian bagi iran beserta milisi-milis teror yang didukungnya.   cepat atau lambat. akan terhempas. one by one.,0
 seorang muslim membuat statement bahwa konflik israel palestina itu bukan konflik agama,1
" lagi nunggu yang tweet begini   ""konflik palestina dan israel itu hanya pengalihan isu",2
  dan israel diberkati tuhan mereka yaitu yhwh. sementara kerajaan filistin(palestina) dipimpin oleh goliath dan diberkati dewa-dewi mereka. pertanyaannya kenapa muslim mencatut tuhannya,0
  bayangin berita ini tenggelam karena konflik palestina... hahahaa separah itukah negara ini...,2
 yah jongos yahudi... mending diem daripada di bully.  jangan ngetweet hal yang sensitif buat publik pigur. mau konflik agama atau kemanusiaan intinya yahudi tuh merebut tanah palestina. kasarnya rampok mali,2
 konflik israel palestina dan usa iran bisa menyebabkan perang  lebih besar lagi. mohon pbb segera damaikan. (mr abuti),2
 konflik israel palestina dan usa iran bisa menyebabkan perang  lebih besar lagi. mohon pbb segera damaikan. (mr abuti),1
  turki selalu seperti itu ketika ada konflik israel palestina..nyata nya tdk pernah berani konfrantasi langsung dng israel,2
    yang dipersempit jadi konflik sektarian. tp saya juga tidak mendukung penindasan terhadap kelompok apapun. jadi saya tetap hormati sikap anda mendukung palestina. t,1
" pandangan zakir naik tentang palestina dan israel (yahudi).. behwa: ""orng yahudi lah yg paling keras permusuhannya trhdap kaum muslimin""  gal gadot      may allah  ",0
  di palestina bukan hanya ada islam ada yahudi ada orthodok begitu juga di israel.nukankah sdh dituliskan dalam al quran bahwa tidak akan selesai palestina dan israel selain darip,0
 palestina butuh dukungan dunia. bukan cuma dukungan dunia islam yg lagi acakadut. masjid dirusak tak berarti itu pasti konflik agama. sulit memang memahaminya..,2
 note:  israel gak ingin ingin melihat konflik ini berakhir sampai mereka telah mengambil alih semua wilayah palestina dan belum lagi mereka akan terus-menerus memainkan kartu korban untuk membenarkan,0
 media sama tokoh agama ngga seharusnya bikin orang mikir konflik palestina sama israel itu konflik agama. kebanyakan tweetnya cuma nyinggung muslim,2
 media sama tokoh agama ngga seharusnya bikin orang mikir konflik palestina sama israel itu konflik agama. kebanyakan tweetnya cuma nyinggung muslim,2
 sepertinya ada yang gak rela kalau senjata di gaza berasal dari hizbullah dan iran.  gua heran mereka ini melihat konflik palestina dari sisi apa?,2
 jadi semua konflik yang terjadi antara israel-palestina awalnya berasal dari penjajahan inggris di timur tengah. again,0
 ini akan meningkatkan konflik di wilayah pendudukan 1948 dan 1967 antara para pemukim dan orang-orang palestina yang tinggal di daerah-daerah ini. apa yang paling ditakuti oleh para pemimpin israel,0
 malah bikin makin jadi rumit perang yang tidak imbang begini  ,2
 emang kenapa sih harus ditemakan dg konflik agama? emangnya kalau gak demikian jihad mendukung palestina merdeka jadi invalid gitu? di sinilah kebanyakan mispe,0
" pbb melarang penjajahan semenjak sehabis perang dunia kedua dan israel melakukan itu kepada palestina.   gal gadot juga memilih kata ""tetangga"" daripada ""orang orang palestina"". menurut saya ini",0
 orang banyak pilihan alasan dalam melihat konflik palestina. kenapa terganggu sekali jika ada melihat dr perspektif sejarah +agama?   pertanyaan yg kamu lontarkan tsb sdh melenceng kemana2 dan aneh,1
 orang banyak pilihan alasan dalam melihat konflik palestina. kenapa terganggu sekali jika ada yang melihat dari perspektif sejarah +agama?   pertanyaan yg kamu lontarkan tsb sdh melenceng kemana2 dan aneh,2
 konflik antara israel sama palestina tuh gak ada hubungannya sama agama/tuhan,1
 jangan ngomongin konflik timur tengah kalau lu sendiri masih egois ngedoain hanya muslim palestina!,2
" ""tragedi palestina bukan konflik agama"". trus gua minta jelasin dari awal eskalasi konfliknya ke orang yang ngomong kek gitu malah doi gak ngerti apa-apa",0
 hamas akui beberapa komandan top gugur akibat serangan udara israel  ,0
  pemberitaan tersebut hanya framing yg digunakan israel  sebagai alasan kuat untuk melakukan serangan udara ke gaza,0
   itu yg diharapkn israel sebagai alasan kuat untuk melakukan serangan udara ke palestina,0
 israel cuba menutup kekejaman yang berlaku ke atas gaza dengan memusnahkan menara terbesar di gaza yang menempatkan pejabat media dan wartawan berita dalam serangan yang dilancarkan oleh pesawat,0
 israel-palestina ini gak lagi menjadi konflik agama. namun ini adalah kolonialisme dengan cover agama. mengingat banyaknya komunitas arab di israel maupun yahudi di palestina. justru dengan bilan,0
 ternyata palestina dan israel cuman gimic menyambut idul fitri selamat atas kenaikan isa al masih,2
